"id","Website","power"
"S001","9gag_com.html",55.5603200906662
"S002","9gag_com.html",39.9682807842276
"S003","9gag_com.html",58.0027206342574
"S004","9gag_com.html",62.9132951867418
"S005","9gag_com.html",60.8351574011768
"S006","9gag_com.html",45.5467882957164
"S007","9gag_com.html",47.8317592538169
"S008","9gag_com.html",44.8310863591816
"S009","adjust_com.html",41.6008789268437
"S010","adjust_com.html",41.8778913898293
"S011","adjust_com.html",42.7384662543816
"S012","adjust_com.html",43.6761247345784
"S013","adjust_com.html",41.2938543885547
"S014","adjust_com.html",44.420867447931
"S015","adjust_com.html",42.3058580163169
"S016","adjust_com.html",46.4646118010288
"S017","adp_com.html",42.660668161132
"S018","adp_com.html",46.6174360468727
"S019","adp_com.html",41.8304963960223
"S020","adp_com.html",54.1557056082062
"S021","adp_com.html",39.6151895079321
"S022","adp_com.html",40.1129722346684
"S023","adp_com.html",45.0471901980375
"S024","adp_com.html",38.1315968114529
"S025","aljazeera_com.html",56.894288040404
"S026","aljazeera_com.html",48.0449162842126
"S027","aljazeera_com.html",43.2174864701384
"S028","aljazeera_com.html",54.3141045661431
"S029","aljazeera_com.html",42.0227480368287
"S030","aljazeera_com.html",44.4740378880726
"S031","aljazeera_com.html",43.4563493049425
"S032","aljazeera_com.html",48.7952281199609
"S033","aljazeera_net.html",45.8163056495821
"S034","aljazeera_net.html",44.3035839006596
"S035","aljazeera_net.html",47.3629499506086
"S036","aljazeera_net.html",45.177541102674
"S037","aljazeera_net.html",45.8257368824084
"S038","aljazeera_net.html",44.0129174542728
"S039","aljazeera_net.html",43.5375543535272
"S040","aljazeera_net.html",44.2652217056489
"S041","ameblo_jp.html",44.8703229612591
"S042","ameblo_jp.html",46.9826683826936
"S043","ameblo_jp.html",46.7008984253842
"S044","ameblo_jp.html",45.1740475749133
"S045","ameblo_jp.html",45.1191271275462
"S046","ameblo_jp.html",42.8446336193648
"S047","ameblo_jp.html",46.5371371699443
"S048","ameblo_jp.html",45.0737062626943
"S049","avira_com.html",42.8914807797535
"S050","avira_com.html",40.7862013887442
"S051","avira_com.html",51.7018953971848
"S052","avira_com.html",39.6023764774308
"S053","avira_com.html",40.6399146168455
"S054","avira_com.html",48.6375114007432
"S055","avira_com.html",39.2986059363984
"S056","avira_com.html",46.5714539704757
"S057","beget_ru.html",43.0926237407718
"S058","beget_ru.html",45.8554366233706
"S059","beget_ru.html",43.7448398756435
"S060","beget_ru.html",44.1156863784135
"S061","beget_ru.html",44.1585946336248
"S062","beget_ru.html",44.1452828549554
"S063","beget_ru.html",43.9314935156481
"S064","beget_ru.html",45.2474368170531
