"id","Website","power"
"S001","9gag_com.html",48.2677133532841
"S002","9gag_com.html",49.8487098890158
"S003","9gag_com.html",45.335360270691
"S004","9gag_com.html",52.1332406223766
"S005","9gag_com.html",58.2864355769193
"S006","9gag_com.html",58.9012735876626
"S007","9gag_com.html",57.4831267010717
"S008","9gag_com.html",56.7911471015183
"S009","adjust_com.html",40.7235727598746
"S010","adjust_com.html",41.8037795899875
"S011","adjust_com.html",47.0914771695628
"S012","adjust_com.html",44.7272708463628
"S013","adjust_com.html",43.4254336665063
"S014","adjust_com.html",44.2009213320684
"S015","adjust_com.html",43.9400647369826
"S016","adjust_com.html",45.9998613255399
"S017","adp_com.html",41.3102263126274
"S018","adp_com.html",44.1390968680215
"S019","adp_com.html",44.7830427504684
"S020","adp_com.html",40.6011835449286
"S021","adp_com.html",37.9605958622428
"S022","adp_com.html",37.2058645574156
"S023","adp_com.html",50.0265903458036
"S024","adp_com.html",38.9708444286835
"S025","aljazeera_com.html",52.5523075276138
"S026","aljazeera_com.html",45.4503967866142
"S027","aljazeera_com.html",39.7227260252659
"S028","aljazeera_com.html",57.3371932496139
"S029","aljazeera_com.html",44.3430799600952
"S030","aljazeera_com.html",52.6641601652864
"S031","aljazeera_com.html",45.1903543027441
"S032","aljazeera_com.html",49.8812837755715
"S033","aljazeera_net.html",47.5139024293361
"S034","aljazeera_net.html",45.3636296705332
"S035","aljazeera_net.html",45.1765869299532
"S036","aljazeera_net.html",43.6400676980689
"S037","aljazeera_net.html",49.2024474702
"S038","aljazeera_net.html",43.7634541112941
"S039","aljazeera_net.html",46.2710348920881
"S040","aljazeera_net.html",40.2281439467047
"S041","ameblo_jp.html",44.4363519842474
"S042","ameblo_jp.html",47.4189122869253
"S043","ameblo_jp.html",45.3088087581923
"S044","ameblo_jp.html",45.7775516826786
"S045","ameblo_jp.html",49.055911444139
"S046","ameblo_jp.html",47.3452324375217
"S047","ameblo_jp.html",47.4320551404505
"S048","ameblo_jp.html",46.0881940950511
"S049","avira_com.html",43.3122911772766
"S050","avira_com.html",42.2556081822714
