Website,r_hint,power,content size
rollingstone_com.html,img-prefetch,48.0043008,light
rollingstone_com.html,css-preload,47.86182,light
rollingstone_com.html,css-prefetch,45.664884,light
salesforce_com.html,url-preconnect,45.978732,light
salesforce_com.html,scr-preload,43.781796,light
salesforce_com.html,scr-prefetch,43.311024,light
salesforce_com.html,none,47.219732,light
salesforce_com.html,img-preload,43.1077248,light
salesforce_com.html,img-prefetch,38.162664,light
salesforce_com.html,css-preload,42.212556,light
salesforce_com.html,css-prefetch,44.252568,light
scmp_com.html,url-preconnect,52.255692,heavy
scmp_com.html,scr-preload,47.547972,heavy
scmp_com.html,scr-prefetch,51.0003,heavy
scmp_com.html,none,52.289049,heavy
scmp_com.html,img-preload,51.9535296,heavy
scmp_com.html,img-prefetch,41.548572,heavy
scmp_com.html,css-preload,54.452628,heavy
scmp_com.html,css-prefetch,45.351036,heavy
sectigo_com.html,url-preconnect,46.29258,heavy
sectigo_com.html,scr-preload,44.566416,heavy
sectigo_com.html,scr-prefetch,50.4896112,heavy
sectigo_com.html,none,49.662974,heavy
sectigo_com.html,img-preload,37.6086672,heavy
sectigo_com.html,img-prefetch,42.778512,heavy
sectigo_com.html,css-preload,45.50796,heavy
sectigo_com.html,css-prefetch,46.135656,heavy
sharepoint_com.html,url-preconnect,45.821808,heavy
sharepoint_com.html,scr-preload,40.957164,heavy
sharepoint_com.html,scr-prefetch,44.229024,heavy
sharepoint_com.html,none,46.857029,heavy
sharepoint_com.html,img-preload,43.2671616,heavy
sharepoint_com.html,img-prefetch,41.8940928,heavy
sharepoint_com.html,css-preload,45.978732,heavy
sharepoint_com.html,css-prefetch,45.351036,heavy
shein_com.html,url-preconnect,51.157224,heavy
shein_com.html,scr-preload,53.040312,heavy
shein_com.html,scr-prefetch,52.6699152,heavy
shein_com.html,none,55.718105,heavy
shein_com.html,img-preload,54.8342496,heavy
shein_com.html,img-prefetch,54.2711808,heavy
shein_com.html,css-preload,48.489516,heavy
shein_com.html,css-prefetch,43.781796,heavy
shopee_co_id.html,url-preconnect,46.135656,heavy
shopee_co_id.html,scr-preload,43.1541,heavy
shopee_co_id.html,scr-prefetch,44.1044352,heavy
shopee_co_id.html,none,50.055076,heavy
shopee_co_id.html,img-preload,37.5461424,heavy
shopee_co_id.html,img-prefetch,41.153616,heavy
shopee_co_id.html,css-preload,41.58486,heavy
shopee_co_id.html,css-prefetch,42.212556,heavy
shopee_co_th.html,url-preconnect,44.252568,heavy
shopee_co_th.html,scr-preload,48.960288,heavy
shopee_co_th.html,scr-prefetch,48.7142208,heavy
shopee_co_th.html,none,52.243495,heavy
shopee_co_th.html,img-preload,45.8932032,heavy
shopee_co_th.html,img-prefetch,44.9335296,heavy
shopee_co_th.html,css-preload,46.449504,heavy
shopee_co_th.html,css-prefetch,48.175668,heavy
shopee_tw.html,url-preconnect,42.997176,heavy
shopee_tw.html,scr-preload,43.624872,heavy
shopee_tw.html,scr-prefetch,51.6732048,heavy
shopee_tw.html,none,47.696928,heavy
shopee_tw.html,img-preload,45.2992176,heavy
shopee_tw.html,img-prefetch,43.4608128,heavy
shopee_tw.html,css-preload,46.920276,heavy
shopee_tw.html,css-prefetch,46.606428,heavy
shopee_vn.html,url-preconnect,50.686452,heavy
shopee_vn.html,scr-preload,49.117212,heavy
shopee_vn.html,scr-prefetch,46.7208,heavy
shopee_vn.html,none,49.058304,heavy
shopee_vn.html,img-preload,37.6086672,heavy
shopee_vn.html,img-prefetch,45.15336,heavy
shopee_vn.html,css-preload,46.920276,heavy
shopee_vn.html,css-prefetch,45.978732,heavy
sky_com.html,url-preconnect,41.427936,heavy
sky_com.html,scr-preload,45.50796,heavy
sky_com.html,scr-prefetch,45.351036,heavy
sky_com.html,none,44.849989,heavy
sky_com.html,img-preload,45.8175312,heavy
sky_com.html,img-prefetch,43.858584,heavy
sky_com.html,css-preload,43.1541,heavy
sky_com.html,css-prefetch,48.803364,heavy
slideshare_net.html,url-preconnect,43.93872,heavy
slideshare_net.html,scr-preload,42.840252,heavy
slideshare_net.html,scr-prefetch,49.274136,heavy
slideshare_net.html,none,46.942508,heavy
slideshare_net.html,img-preload,37.3273056,heavy
slideshare_net.html,img-prefetch,42.751044,heavy
slideshare_net.html,css-preload,45.50796,heavy
slideshare_net.html,css-prefetch,44.72334,heavy
soundcloud_com.html,url-preconnect,44.880264,heavy
soundcloud_com.html,scr-preload,44.409492,heavy
soundcloud_com.html,scr-prefetch,46.4404752,heavy
soundcloud_com.html,none,51.949165,heavy
soundcloud_com.html,img-preload,49.8010032,heavy
soundcloud_com.html,img-prefetch,47.628288,heavy
soundcloud_com.html,css-preload,43.781796,heavy
soundcloud_com.html,css-prefetch,47.0772,heavy
spiegel_de.html,url-preconnect,49.43106,light
spiegel_de.html,scr-preload,44.095644,light
spiegel_de.html,scr-prefetch,44.7896736,light
spiegel_de.html,none,49.63004,light
spiegel_de.html,img-preload,42.2657928,light
spiegel_de.html,img-prefetch,47.624328,light
spiegel_de.html,css-preload,44.72334,light
spiegel_de.html,css-prefetch,45.664884,light
squarespace_com.html,url-preconnect,44.566416,light
squarespace_com.html,scr-preload,43.1541,light
squarespace_com.html,scr-prefetch,46.7830944,light
squarespace_com.html,none,48.628846,light
squarespace_com.html,img-preload,51.2390736,light
squarespace_com.html,img-prefetch,49.821696,light
squarespace_com.html,css-preload,46.449504,light
squarespace_com.html,css-prefetch,45.978732,light
surfnet_nl.html,url-preconnect,42.997176,light
surfnet_nl.html,scr-preload,42.683328,light
surfnet_nl.html,scr-prefetch,42.055632,light
surfnet_nl.html,none,48.411265,light
surfnet_nl.html,img-preload,44.6027904,light
surfnet_nl.html,img-prefetch,40.50432,light
surfnet_nl.html,css-preload,43.93872,light
surfnet_nl.html,css-prefetch,43.624872,light
t.online_de.html,url-preconnect,49.744908,light
t.online_de.html,scr-preload,51.0003,light
t.online_de.html,scr-prefetch,50.0535504,light
t.online_de.html,none,51.359294,light
t.online_de.html,img-preload,37.6399296,light
t.online_de.html,img-prefetch,40.0140288,light
t.online_de.html,css-preload,63.397296,light
t.online_de.html,css-prefetch,49.274136,light
taobao_com.html,url-preconnect,44.72334,heavy
taobao_com.html,scr-preload,44.409492,heavy
taobao_com.html,scr-prefetch,45.037188,heavy
taobao_com.html,none,47.700948,heavy
taobao_com.html,img-preload,45.2257344,heavy
taobao_com.html,img-prefetch,45.282564,heavy
taobao_com.html,css-preload,44.095644,heavy
taobao_com.html,css-prefetch,47.234124,heavy
ted_com.html,url-preconnect,46.920276,heavy
ted_com.html,scr-preload,44.252568,heavy
ted_com.html,scr-prefetch,45.351036,heavy
ted_com.html,none,46.359349,heavy
ted_com.html,img-preload,37.6399296,heavy
ted_com.html,img-prefetch,44.269956,heavy
ted_com.html,css-preload,49.117212,heavy
ted_com.html,css-prefetch,47.234124,heavy
theatlantic_com.html,url-preconnect,48.332592,light
theatlantic_com.html,scr-preload,46.135656,light
theatlantic_com.html,scr-prefetch,47.0634192,light
theatlantic_com.html,none,49.74005,light
theatlantic_com.html,img-preload,40.6098576,light
theatlantic_com.html,img-prefetch,43.6801536,light
theatlantic_com.html,css-preload,49.901832,light
theatlantic_com.html,css-prefetch,44.095644,light
tiktok_com.html,url-preconnect,45.978732,heavy
tiktok_com.html,scr-preload,42.840252,heavy
tiktok_com.html,scr-prefetch,46.606428,heavy
tiktok_com.html,none,48.549346,heavy
tiktok_com.html,img-preload,47.0634192,heavy
tiktok_com.html,img-prefetch,44.048448,heavy
tiktok_com.html,css-preload,42.36948,heavy
tiktok_com.html,css-prefetch,46.763352,heavy
time_com.html,url-preconnect,49.901832,heavy
time_com.html,scr-preload,45.037188,heavy
time_com.html,scr-prefetch,45.50796,heavy
time_com.html,none,51.122501,heavy
time_com.html,img-preload,46.409328,heavy
time_com.html,img-prefetch,45.0927,heavy
time_com.html,css-preload,48.489516,heavy
time_com.html,css-prefetch,44.409492,heavy
timeanddate_com.html,url-preconnect,45.664884,light
timeanddate_com.html,scr-preload,44.409492,light
timeanddate_com.html,scr-prefetch,44.72334,light
timeanddate_com.html,none,49.51516,light
timeanddate_com.html,img-preload,42.8896944,light
timeanddate_com.html,img-prefetch,38.44746,light
timeanddate_com.html,css-preload,44.72334,light
timeanddate_com.html,css-prefetch,43.93872,light
tinyurl_com.html,url-preconnect,43.1541,heavy
tinyurl_com.html,scr-preload,43.624872,heavy
tinyurl_com.html,scr-prefetch,42.055632,heavy
tinyurl_com.html,none,46.59666,heavy
tinyurl_com.html,img-preload,43.60608,heavy
tinyurl_com.html,img-prefetch,43.478856,heavy
tinyurl_com.html,css-preload,42.683328,heavy
tinyurl_com.html,css-prefetch,42.683328,heavy
trustpilot_com.html,url-preconnect,45.821808,light
trustpilot_com.html,scr-preload,44.095644,light
trustpilot_com.html,scr-prefetch,45.037188,light
trustpilot_com.html,none,48.240583,light
trustpilot_com.html,img-preload,44.7585264,light
trustpilot_com.html,img-prefetch,39.39678,light
trustpilot_com.html,css-preload,45.037188,light
trustpilot_com.html,css-prefetch,41.741784,light
txxx_com.html,url-preconnect,42.526404,heavy
txxx_com.html,scr-preload,44.409492,heavy
txxx_com.html,scr-prefetch,43.1541,heavy
txxx_com.html,none,44.826049,heavy
txxx_com.html,img-preload,44.5093488,heavy
txxx_com.html,img-prefetch,43.66872,heavy
txxx_com.html,css-preload,43.1541,heavy
txxx_com.html,css-prefetch,45.037188,heavy
ucdavis_edu.html,url-preconnect,49.744908,heavy
ucdavis_edu.html,scr-preload,60.41574,heavy
ucdavis_edu.html,scr-prefetch,65.280384,heavy
ucdavis_edu.html,none,65.538266,heavy
ucdavis_edu.html,img-preload,65.6894448,heavy
ucdavis_edu.html,img-prefetch,60.376752,heavy
ucdavis_edu.html,css-preload,47.547972,heavy
ucdavis_edu.html,css-prefetch,64.33884,heavy
udemy_com.html,url-preconnect,52.255692,heavy
udemy_com.html,scr-preload,54.13878,heavy
udemy_com.html,scr-prefetch,57.778056,heavy
udemy_com.html,none,56.143942,heavy
udemy_com.html,img-preload,57.3977664,heavy
udemy_com.html,img-prefetch,57.96864,heavy
udemy_com.html,css-preload,57.748032,heavy
udemy_com.html,css-prefetch,43.93872,heavy
uol_com_br.html,url-preconnect,60.101892,light
uol_com_br.html,scr-preload,57.120336,light
uol_com_br.html,scr-prefetch,42.526404,light
uol_com_br.html,none,63.94878,light
uol_com_br.html,img-preload,55.5043104,light
uol_com_br.html,img-prefetch,38.479104,light
uol_com_br.html,css-preload,56.649564,light
uol_com_br.html,css-prefetch,49.117212,light
utorrent_com.html,url-preconnect,45.037188,heavy
utorrent_com.html,scr-preload,42.526404,heavy
utorrent_com.html,scr-prefetch,43.781796,heavy
utorrent_com.html,none,45.691367,heavy
utorrent_com.html,img-preload,45.0388512,heavy
utorrent_com.html,img-prefetch,43.573788,heavy
utorrent_com.html,css-preload,47.86182,heavy
utorrent_com.html,css-prefetch,42.683328,heavy
variety_com.html,url-preconnect,48.489516,light
variety_com.html,scr-preload,45.351036,light
variety_com.html,scr-prefetch,60.886512,light
variety_com.html,none,50.388578,light
variety_com.html,img-preload,45.6617952,light
variety_com.html,img-prefetch,50.250672,light
variety_com.html,css-preload,41.898708,light
variety_com.html,css-prefetch,44.095644,light
vice_com.html,url-preconnect,43.781796,light
vice_com.html,scr-preload,42.997176,light
vice_com.html,scr-prefetch,45.0699984,light
vice_com.html,none,44.561792,light
vice_com.html,img-preload,44.9553312,light
vice_com.html,img-prefetch,43.5234816,light
vice_com.html,css-preload,43.467948,light
vice_com.html,css-prefetch,45.037188,light
washingtonpost_com.html,url-preconnect,47.0772,light
washingtonpost_com.html,scr-preload,54.13878,light
washingtonpost_com.html,scr-prefetch,43.781796,light
washingtonpost_com.html,none,58.015122,light
washingtonpost_com.html,img-preload,51.6732048,light
washingtonpost_com.html,img-prefetch,38.225952,light
washingtonpost_com.html,css-preload,47.0772,light
washingtonpost_com.html,css-prefetch,47.704896,light
wattpad_com.html,url-preconnect,44.409492,heavy
wattpad_com.html,scr-preload,46.135656,heavy
wattpad_com.html,scr-prefetch,46.29258,heavy
wattpad_com.html,none,48.372999,heavy
wattpad_com.html,img-preload,37.9525536,heavy
wattpad_com.html,img-prefetch,42.118164,heavy
wattpad_com.html,css-preload,46.606428,heavy
wattpad_com.html,css-prefetch,42.36948,heavy
welt_de.html,url-preconnect,64.809612,light
welt_de.html,scr-preload,42.840252,light
welt_de.html,scr-prefetch,48.960288,light
welt_de.html,none,55.098843,light
welt_de.html,img-preload,61.9517808,light
welt_de.html,img-prefetch,52.940412,light
welt_de.html,css-preload,62.298828,light
welt_de.html,css-prefetch,41.271012,light
wetransfer_com.html,url-preconnect,44.252568,heavy
wetransfer_com.html,scr-preload,49.117212,heavy
wetransfer_com.html,scr-prefetch,44.0421408,heavy
wetransfer_com.html,none,47.123434,heavy
wetransfer_com.html,img-preload,37.827504,heavy
wetransfer_com.html,img-prefetch,45.497088,heavy
wetransfer_com.html,css-preload,50.372604,heavy
wetransfer_com.html,css-prefetch,42.212556,heavy
wiley_com.html,url-preconnect,48.175668,heavy
wiley_com.html,scr-preload,44.409492,heavy
wiley_com.html,scr-prefetch,46.9388304,heavy
wiley_com.html,none,45.043579,heavy
wiley_com.html,img-preload,42.5481264,heavy
wiley_com.html,img-prefetch,41.65164,heavy
wiley_com.html,css-preload,43.1541,heavy
wiley_com.html,css-prefetch,44.409492,heavy
wix_com.html,url-preconnect,46.449504,heavy
wix_com.html,scr-preload,47.86182,heavy
wix_com.html,scr-prefetch,43.781796,heavy
wix_com.html,none,47.078378,heavy
wix_com.html,img-preload,44.851968,heavy
wix_com.html,img-prefetch,45.820512,heavy
wix_com.html,css-preload,47.86182,heavy
wix_com.html,css-prefetch,43.1541,heavy
wsj_com.html,url-preconnect,47.391048,light
wsj_com.html,scr-preload,43.467948,light
wsj_com.html,scr-prefetch,59.317272,light
wsj_com.html,none,55.899283,light
wsj_com.html,img-preload,46.9699776,light
wsj_com.html,img-prefetch,48.88998,light
wsj_com.html,css-preload,42.997176,light
wsj_com.html,css-prefetch,46.606428,light
www_wixsite_com.html,url-preconnect,45.50796,heavy
www_wixsite_com.html,scr-preload,41.427936,heavy
www_wixsite_com.html,scr-prefetch,42.840252,heavy
www_wixsite_com.html,none,48.010452,heavy
www_wixsite_com.html,img-preload,44.7273792,heavy
www_wixsite_com.html,img-prefetch,45.061056,heavy
www_wixsite_com.html,css-preload,45.821808,heavy
www_wixsite_com.html,css-prefetch,46.606428,heavy
xing_com.html,url-preconnect,44.72334,light
xing_com.html,scr-preload,42.212556,light
xing_com.html,scr-prefetch,40.80024,light
xing_com.html,none,44.416047,light
xing_com.html,img-preload,44.3536128,light
xing_com.html,img-prefetch,44.649684,light
xing_com.html,css-preload,42.997176,light
xing_com.html,css-prefetch,45.664884,light
youporn_com.html,url-preconnect,46.449504,light
youporn_com.html,scr-preload,47.86182,light
youporn_com.html,scr-prefetch,45.16344,light
youporn_com.html,none,45.675698,light
youporn_com.html,img-preload,44.4863952,light
youporn_com.html,img-prefetch,44.1978912,light
youporn_com.html,css-preload,45.664884,light
youporn_com.html,css-prefetch,44.72334,light
