"id","Website","power"
"S001","9gag_com.html",58.3956882930467
"S002","9gag_com.html",56.5693820586439
"S003","9gag_com.html",59.3501528808987
"S004","9gag_com.html",52.1977432373135
"S005","9gag_com.html",45.9427904439216
"S006","9gag_com.html",46.6587415156613
"S007","9gag_com.html",51.2915151340211
"S008","9gag_com.html",49.068247157245
"S009","adjust_com.html",42.1070171799695
"S010","adjust_com.html",44.2058346373059
"S011","adjust_com.html",43.2926868196678
"S012","adjust_com.html",43.2673446581485
"S013","adjust_com.html",45.7130361942617
"S014","adjust_com.html",43.0728629577714
"S015","adjust_com.html",43.1648734427441
"S016","adjust_com.html",44.757410605587
"S017","adp_com.html",42.5002925098659
"S018","adp_com.html",41.8768883842487
"S019","adp_com.html",39.7695731432639
"S020","adp_com.html",44.9944979298008
"S021","adp_com.html",45.5229632392922
"S022","adp_com.html",44.7299981737463
"S023","adp_com.html",39.5857244704208
"S024","adp_com.html",54.0617622313242
"S025","aljazeera_com.html",43.4018567469298
"S026","aljazeera_com.html",42.5824887358186
"S027","aljazeera_com.html",63.8899197770944
"S028","aljazeera_com.html",51.6600246068979
"S029","aljazeera_com.html",54.4226178120598
"S030","aljazeera_com.html",45.6012810132219
"S031","aljazeera_com.html",51.6515249081949
"S032","aljazeera_com.html",47.2529388127583
"S033","aljazeera_net.html",42.6256841569851
"S034","aljazeera_net.html",47.9094735368358
"S035","aljazeera_net.html",47.350814258351
"S036","aljazeera_net.html",43.341726329246
"S037","aljazeera_net.html",43.8746239700939
"S038","aljazeera_net.html",44.1331770116171
"S039","aljazeera_net.html",43.7203191263944
"S040","aljazeera_net.html",46.6302921282973
"S041","ameblo_jp.html",44.8183228320862
"S042","ameblo_jp.html",43.9071221361478
"S043","ameblo_jp.html",45.7373077688403
"S044","ameblo_jp.html",45.6423492142531
"S045","ameblo_jp.html",44.9810060927409
"S046","ameblo_jp.html",44.3024723943454
"S047","ameblo_jp.html",44.0575416396594
"S048","ameblo_jp.html",45.2903343740462
"S049","avira_com.html",44.8975234013175
"S050","avira_com.html",42.9262656356741
"S051","avira_com.html",44.8308601704314
"S052","avira_com.html",42.1413528895988
"S053","avira_com.html",53.6254891909027
"S054","avira_com.html",47.5799277619642
"S055","avira_com.html",40.695573669546
"S056","avira_com.html",43.2062081013451
"S057","beget_ru.html",44.8205796013746
"S058","beget_ru.html",44.8563608300745
"S059","beget_ru.html",44.0266850735175
"S060","beget_ru.html",42.2104027626808
"S061","beget_ru.html",43.1864935404921
"S062","beget_ru.html",46.4832106744376
"S063","beget_ru.html",44.2366518763357
"S064","beget_ru.html",44.0316977256413
"S065","bild_de.html",48.3330107639184
"S066","bild_de.html",50.2296674105697
"S067","bild_de.html",44.6786923740338
"S068","bild_de.html",52.6332336075072
"S069","bild_de.html",53.7561946534984
"S070","bild_de.html",49.0676106377976
"S071","bild_de.html",50.8435996876494
"S072","bild_de.html",51.5174177963167
"S073","bilibili_com.html",106.291209831052
"S074","bilibili_com.html",68.1243819500048
"S075","bilibili_com.html",58.931727851672
"S076","bilibili_com.html",94.2568878176728
"S077","bilibili_com.html",69.0215854814781
"S078","bilibili_com.html",158.036314125652
"S079","bilibili_com.html",90.6357776131891
"S080","bilibili_com.html",84.953701806883
"S081","binance_com.html",42.989006053519
"S082","binance_com.html",44.5776651778094
"S083","binance_com.html",43.0982912703751
"S084","binance_com.html",41.1853368975551
"S085","binance_com.html",42.688047856383
"S086","binance_com.html",46.2636994739281
"S087","binance_com.html",43.4432236366401
"S088","binance_com.html",44.7033630666604
"S089","bit_ly.html",37.9171257362611
"S090","bit_ly.html",40.7231363890605
"S091","bit_ly.html",41.304883735444
"S092","bit_ly.html",46.7350020854667
"S093","bit_ly.html",37.9503060865027
"S094","bit_ly.html",39.7658635453856
"S095","bit_ly.html",49.0442064917764
"S096","bit_ly.html",43.0645609990811
"S097","bitrix24_ru.html",39.4121192174745
"S098","bitrix24_ru.html",45.6858379330892
"S099","bitrix24_ru.html",42.1214090417133
"S100","bitrix24_ru.html",42.7775833666468
"S101","bitrix24_ru.html",44.2551555253727
"S102","bitrix24_ru.html",37.9074581045651
