"id","Website","power"
"S001","9gag_com.html",57.302869851016
"S002","9gag_com.html",40.9455227839845
"S003","9gag_com.html",51.1645569739432
"S004","9gag_com.html",49.1716917178389
"S005","9gag_com.html",49.7166875218464
"S006","9gag_com.html",43.4219054159886
"S007","9gag_com.html",49.9759545902842
"S008","9gag_com.html",56.0504312107593
"S009","adjust_com.html",43.6864343998882
"S010","adjust_com.html",44.1147344205475
"S011","adjust_com.html",43.9513476040248
"S012","adjust_com.html",44.8517545042496
"S013","adjust_com.html",45.0462024787772
"S014","adjust_com.html",45.2586719104788
"S015","adjust_com.html",43.6089002473111
"S016","adjust_com.html",43.4001817604911
"S017","adp_com.html",40.9440397970795
"S018","adp_com.html",40.6542683899017
"S019","adp_com.html",42.9391023322709
"S020","adp_com.html",37.7033388534049
"S021","adp_com.html",37.3528041794069
"S022","adp_com.html",46.3577396036244
"S023","adp_com.html",37.5247170174597
"S024","adp_com.html",44.1125065358634
"S025","aljazeera_com.html",51.176015835667
"S026","aljazeera_com.html",42.9021461369078
"S027","aljazeera_com.html",38.8703992996654
"S028","aljazeera_com.html",50.5928931805336
"S029","aljazeera_com.html",55.4539870359354
"S030","aljazeera_com.html",48.2669064191525
"S031","aljazeera_com.html",47.6661995210203
"S032","aljazeera_com.html",51.7350855319159
"S033","aljazeera_net.html",44.8391525247443
"S034","aljazeera_net.html",44.3151137434809
"S035","aljazeera_net.html",44.3587293184449
"S036","aljazeera_net.html",43.5048612757234
"S037","aljazeera_net.html",43.0023971945438
"S038","aljazeera_net.html",47.3856640663105
"S039","aljazeera_net.html",46.3643796307987
"S040","aljazeera_net.html",45.1901708978369
"S041","ameblo_jp.html",45.7106575016093
"S042","ameblo_jp.html",47.5243767753598
"S043","ameblo_jp.html",45.5707599874876
"S044","ameblo_jp.html",46.9778547513325
"S045","ameblo_jp.html",45.6580946109174
"S046","ameblo_jp.html",46.230169270079
"S047","ameblo_jp.html",43.7920946146327
"S048","ameblo_jp.html",45.1284483468349
"S049","avira_com.html",39.3477223781267
"S050","avira_com.html",38.0267855811786
"S051","avira_com.html",42.9737284132026
"S052","avira_com.html",39.4393094363654
"S053","avira_com.html",45.5697203032952
"S054","avira_com.html",40.6046367240221
"S055","avira_com.html",48.7005411950635
"S056","avira_com.html",47.7856777412431
"S057","beget_ru.html",46.3177498319921
"S058","beget_ru.html",43.8262604953019
"S059","beget_ru.html",45.9186383628199
"S060","beget_ru.html",42.6821670638539
"S061","beget_ru.html",44.9089178454332
"S062","beget_ru.html",45.5293393457964
"S063","beget_ru.html",44.9280941531209
"S064","beget_ru.html",44.237677367938
"S065","bild_de.html",52.3698664054713
"S066","bild_de.html",49.3563531519618
"S067","bild_de.html",49.6250332094254
"S068","bild_de.html",53.3695412492885
"S069","bild_de.html",50.2944915958284
"S070","bild_de.html",44.2502257721613
"S071","bild_de.html",46.8746400783355
"S072","bild_de.html",45.6680228754059
"S073","bilibili_com.html",116.978387420336
"S074","bilibili_com.html",74.0823994707417
"S075","bilibili_com.html",72.5842597885426
"S076","bilibili_com.html",119.990321329715
"S077","bilibili_com.html",155.285354314403
"S078","bilibili_com.html",112.395426728866
"S079","bilibili_com.html",96.100796706606
"S080","bilibili_com.html",110.054839371991
"S081","binance_com.html",44.0738336014283
"S082","binance_com.html",44.3139165141657
"S083","binance_com.html",45.0816545908304
"S084","binance_com.html",43.0149416406828
"S085","binance_com.html",42.2792529569868
"S086","binance_com.html",45.0637447637948
"S087","binance_com.html",43.6281760171968
"S088","binance_com.html",45.1402045351029
"S089","bit_ly.html",43.1306850485321
"S090","bit_ly.html",44.8095859029008
"S091","bit_ly.html",48.2496674898588
"S092","bit_ly.html",47.7902583611796
"S093","bit_ly.html",43.1740161287272
"S094","bit_ly.html",47.9480515561133
"S095","bit_ly.html",41.8248451127123
"S096","bit_ly.html",42.0141337001443
"S097","bitrix24_ru.html",42.8546708444108
"S098","bitrix24_ru.html",41.792805460744
"S099","bitrix24_ru.html",41.2835251899449
"S100","bitrix24_ru.html",51.8909752456144
"S101","bitrix24_ru.html",44.0121246831066
"S102","bitrix24_ru.html",43.6928935270581
"S103","bitrix24_ru.html",48.669328669382
"S104","bitrix24_ru.html",44.9738860966029
"S105","bmj_com.html",47.2175260556534
"S106","bmj_com.html",47.7499864511296
"S107","bmj_com.html",45.0392816025909
"S108","bmj_com.html",41.7629297576402
"S109","bmj_com.html",49.8038255210908
"S110","bmj_com.html",47.8263558156577
"S111","bmj_com.html",42.4421635961612
"S112","bmj_com.html",39.786814846429
"S113","booking_com.html",47.8822972984259
"S114","booking_com.html",44.3724857919862
"S115","booking_com.html",44.8668895498086
"S116","booking_com.html",43.1819333500991
"S117","booking_com.html",46.545567885611
"S118","booking_com.html",54.888862516196
"S119","booking_com.html",53.0690151034636
"S120","booking_com.html",40.6851580658649
"S121","bund_de.html",43.6363587777567
"S122","bund_de.html",40.7149991603472
"S123","bund_de.html",45.5708120844383
"S124","bund_de.html",41.7442168268497
"S125","bund_de.html",44.8245077570076
"S126","bund_de.html",39.0618239011714
"S127","bund_de.html",41.7631523281704
"S128","bund_de.html",41.5875206298974
"S129","buzzfeed_com.html",46.7332544338188
"S130","buzzfeed_com.html",49.3137641903611
"S131","buzzfeed_com.html",42.5580438717561
"S132","buzzfeed_com.html",49.8725273856132
"S133","buzzfeed_com.html",49.9692013686027
"S134","buzzfeed_com.html",48.1290388086711
"S135","buzzfeed_com.html",46.7112423935201
"S136","buzzfeed_com.html",51.1949883612193
"S137","cbc_ca.html",45.3105074261896
"S138","cbc_ca.html",44.8190124836302
"S139","cbc_ca.html",43.4552794392496
"S140","cbc_ca.html",39.2258479511253
"S141","cbc_ca.html",43.146199459615
"S142","cbc_ca.html",45.8650902343156
"S143","cbc_ca.html",41.5404472279627
"S144","cbc_ca.html",47.8675640034454
"S145","cbsnews_com.html",81.4251939051986
"S146","cbsnews_com.html",68.398957443481
"S147","cbsnews_com.html",75.7515917725172
"S148","cbsnews_com.html",56.5634999869183
