adjust_com.html;css-prefetch;42.526404;44.38773624;633.0;799.6793134;heavy
adjust_com.html;css-preload;45.351036;43.4733047;783.7;827.9658668;heavy
adjust_com.html;img-prefetch;45.56736;44.51745214;889.1;831.8476878;heavy
adjust_com.html;img-preload;44.38476;43.29115672;1005.2;779.5272871;heavy
adjust_com.html;none;43.875622;43.75846595;544.4;794.7932752;heavy
adjust_com.html;scr-prefetch;42.055632;43.58607606;1068.6;905.8645544;heavy
adjust_com.html;scr-preload;43.311024;43.26272396;900.1;867.1006042;heavy
adjust_com.html;url-preconnect;41.58486;42.78731841;726.8;846.1384377;heavy
adp_com.html;css-prefetch;46.449504;43.23059113;1346.1;1569.779625;heavy
adp_com.html;css-preload;43.93872;44.22494297;1323.6;1623.533062;heavy
adp_com.html;img-prefetch;39.37248;42.93719328;1366.3;1588.54431;heavy
adp_com.html;img-preload;36.9208944;41.89745147;1326.3;1583.882859;heavy
adp_com.html;none;48.353169;44.1544173;1728.2;1475.852519;heavy
adp_com.html;scr-prefetch;44.4159072;42.75205711;1350.9;1682.591551;heavy
adp_com.html;scr-preload;44.72334;44.75899831;2732.7;1662.939543;heavy
adp_com.html;url-preconnect;41.741784;41.29707827;1759.0;1635.434846;heavy
avira_com.html;css-prefetch;42.526404;43.26615438;1236.5;1412.267909;heavy
avira_com.html;css-preload;44.252568;43.86419243;1152.7;1301.45549;heavy
avira_com.html;img-prefetch;38.697984;44.78563634;1695.8;1407.64735;heavy
avira_com.html;img-preload;37.0146816;42.64771539;1311.5;1285.517017;heavy
avira_com.html;none;48.720656;44.25923929;1382.9;1325.90859;heavy
avira_com.html;scr-prefetch;44.540496;43.42807652;1351.5;1341.5551;heavy
avira_com.html;scr-preload;45.194112;41.96644205;1252.4;1139.037109;heavy
avira_com.html;url-preconnect;45.50796;44.24691969;1094.7;1225.493159;heavy
beget_ru.html;css-prefetch;44.566416;44.90372937;2249.3;1985.793082;heavy
beget_ru.html;css-preload;44.095644;44.24723039;2052.0;2480.872747;heavy
beget_ru.html;img-prefetch;43.3041408;44.74165627;2159.6;2549.980999;heavy
beget_ru.html;img-preload;43.2671616;43.90827883;2119.9;2567.070739;heavy
beget_ru.html;none;44.671783;43.87842147;2132.2;2344.094693;heavy
beget_ru.html;scr-prefetch;44.9142624;44.54229572;3092.0;2741.797773;heavy
beget_ru.html;scr-preload;46.920276;44.87530819;3133.7;2447.001776;heavy
beget_ru.html;url-preconnect;42.683328;44.79450271;2148.1;2265.653338;heavy
binance_com.html;css-prefetch;44.095644;44.35474378;1838.4;1554.712875;heavy
binance_com.html;css-preload;42.055632;43.34546991;1684.6;1851.892429;heavy
binance_com.html;img-prefetch;43.320636;43.83234606;1911.0;1793.664698;heavy
binance_com.html;img-preload;45.2257344;43.33758789;1409.0;1706.649437;heavy
binance_com.html;none;47.102128;44.69112449;1677.5;1569.558105;heavy
binance_com.html;scr-prefetch;43.781796;43.24074298;1390.0;1690.697586;heavy
binance_com.html;scr-preload;42.36948;44.97281156;1625.7;1679.479224;heavy
binance_com.html;url-preconnect;43.93872;44.17842204;2444.8;2085.862252;heavy
bund_de.html;css-prefetch;41.271012;43.16115474;629.2;629.2;heavy
bund_de.html;css-preload;43.467948;42.35346532;629.2;629.2;heavy
bund_de.html;img-prefetch;43.502508;42.44552889;629.2;629.2;heavy
bund_de.html;img-preload;37.7337168;43.33624194;629.2;629.2;heavy
bund_de.html;none;44.951601;44.25767576;629.2;629.2;heavy
bund_de.html;scr-prefetch;43.1077248;42.50803735;629.2;629.2;heavy
bund_de.html;scr-preload;41.58486;41.72525735;629.2;629.2;heavy
bund_de.html;url-preconnect;43.311024;42.3926346;629.2;629.2;heavy
citi_com.html;css-prefetch;55.080324;53.15097268;852.4;850.6290457;heavy
citi_com.html;css-preload;54.9234;54.36914077;817.1;921.0852828;heavy
citi_com.html;img-prefetch;53.215344;54.74513707;997.2;934.3847404;heavy
citi_com.html;img-preload;37.5774048;49.40963953;934.5;971.7306266;heavy
citi_com.html;none;53.650843;53.91696432;766.7;888.9904171;heavy
citi_com.html;scr-prefetch;52.8567984;54.68027619;936.9;954.3029303;heavy
citi_com.html;scr-preload;55.237248;52.58197319;956.7;914.0297191;heavy
citi_com.html;url-preconnect;45.037188;47.94465138;1017.5;877.2165208;heavy
dropbox_com.html;css-prefetch;46.763352;44.22363767;959.2;899.3628644;heavy
dropbox_com.html;css-preload;45.351036;44.40730143;950.0;903.3515359;heavy
dropbox_com.html;img-prefetch;42.4894464;44.8005691;1067.5;917.06505;heavy
dropbox_com.html;img-preload;42.360552;44.40641353;923.9;926.3260656;heavy
dropbox_com.html;none;45.366176;44.84791612;861.7;848.5888914;heavy
dropbox_com.html;scr-prefetch;43.6372272;45.13416662;673.9;873.552466;heavy
dropbox_com.html;scr-preload;45.978732;43.71796403;983.1;881.284799;heavy
dropbox_com.html;url-preconnect;44.880264;44.26605609;910.2;931.548488;heavy
flipboard_com.html;css-prefetch;47.391048;47.039296;1101.5;1048.475615;heavy
flipboard_com.html;css-preload;45.194112;46.87715043;1115.3;1095.313848;heavy
flipboard_com.html;img-prefetch;43.573788;46.66741144;1224.0;1082.134721;heavy
flipboard_com.html;img-preload;45.8175312;45.20982105;1012.3;1034.143973;heavy
