"id","Column1","Column3"
"S001","adjust_com-htm",801.281902084746
"S002","adjust_com-htm",905.467723866177
"S003","adjust_com-htm",711.226445576785
"S004","adjust_com-htm",691.585645375683
"S005","adjust_com-htm",721.212153505251
"S006","adjust_com-htm",1078.1418163449
"S007","adjust_com-htm",866.869368266414
"S008","adjust_com-htm",984.976103917669
"S009","adp_com-htm",1740.94499197866
"S010","adp_com-htm",2288.32536383298
"S011","adp_com-htm",1537.28172318703
"S012","adp_com-htm",1908.48043483037
"S013","adp_com-htm",2065.02188790769
"S014","adp_com-htm",1413.61734560822
"S015","adp_com-htm",1923.30781153128
"S016","adp_com-htm",2098.66111416797
"S017","aljazeera_com-htm",1051.09650896785
"S018","aljazeera_com-htm",1232.15005282332
"S019","aljazeera_com-htm",1138.73984722297
"S020","aljazeera_com-htm",1644.37498552783
"S021","aljazeera_com-htm",791.280647514968
"S022","aljazeera_com-htm",1095.97891011198
"S023","aljazeera_com-htm",819.781427132553
"S024","aljazeera_com-htm",842.312433917589
"S025","aljazeera_net-htm",764.248587267554
"S026","aljazeera_net-htm",1038.69932366913
"S027","aljazeera_net-htm",825.94481807193
"S028","aljazeera_net-htm",957.990884581615
"S029","aljazeera_net-htm",874.933984990049
"S030","aljazeera_net-htm",1010.83009405064
"S031","aljazeera_net-htm",825.994936712368
"S032","aljazeera_net-htm",871.222151536754
"S033","avira_com-htm",1566.73540425896
"S034","avira_com-htm",971.1797852359
"S035","avira_com-htm",987.614953787305
"S036","avira_com-htm",1243.42655465968
"S037","avira_com-htm",1313.23053913516
"S038","avira_com-htm",1672.02136206661
"S039","avira_com-htm",1145.50918233755
"S040","avira_com-htm",805.777935670921
"S041","beget_ru-htm",1624.35439046882
"S042","beget_ru-htm",2414.04355607112
"S043","beget_ru-htm",3027.1210955065
"S044","beget_ru-htm",2524.61576626157
"S045","beget_ru-htm",2674.82367323765
"S046","beget_ru-htm",2342.08369134251
"S047","beget_ru-htm",2373.05578763737
"S048","beget_ru-htm",3043.47407562688
"S049","bild_de-htm",1100.88746644375
"S050","bild_de-htm",890.393726647082
"S051","bild_de-htm",1021.96866877892
"S052","bild_de-htm",889.379050285633
"S053","bild_de-htm",1145.29022727892
"S054","bild_de-htm",1078.71166232071
"S055","bild_de-htm",928.392184394085
"S056","bild_de-htm",846.427825437868
"S057","binance_com-htm",1858.76808601999
"S058","binance_com-htm",1710.96807210283
"S059","binance_com-htm",1527.90075787113
"S060","binance_com-htm",1674.77330235774
"S061","binance_com-htm",1799.10938714709
"S062","binance_com-htm",1877.55871448626
"S063","binance_com-htm",1412.85461791781
"S064","binance_com-htm",2190.33598207914
"S065","bit_ly-htm",876.800622572393
"S066","bit_ly-htm",828.081405960654
"S067","bit_ly-htm",772.757604990891
"S068","bit_ly-htm",771.894136826032
"S069","bit_ly-htm",962.376526666797
"S070","bit_ly-htm",943.3322371394
"S071","bit_ly-htm",837.082679042227
"S072","bit_ly-htm",1015.76881176115
"S073","bitrix24_ru-htm",871.353451608595
"S074","bitrix24_ru-htm",1117.68942351979
"S075","bitrix24_ru-htm",1100.62490066285
"S076","bitrix24_ru-htm",829.553239987904
"S077","bitrix24_ru-htm",1011.10334278056
"S078","bitrix24_ru-htm",984.192087252102
"S079","bitrix24_ru-htm",1295.83995646524
"S080","bitrix24_ru-htm",930.51254624446
"S081","bund_de-htm",629.2
"S082","bund_de-htm",629.2
"S083","bund_de-htm",629.2
"S084","bund_de-htm",629.2
"S085","bund_de-htm",629.2
"S086","bund_de-htm",629.2
"S087","bund_de-htm",629.2
"S088","bund_de-htm",629.2
"S089","buzzfeed_com-htm",827.509193366049
"S090","buzzfeed_com-htm",877.087164054694
"S091","buzzfeed_com-htm",662.726390968889
"S092","buzzfeed_com-htm",878.773415142611
"S093","buzzfeed_com-htm",948.279210997567
"S094","buzzfeed_com-htm",797.096439545418
"S095","buzzfeed_com-htm",792.855320235724
"S096","buzzfeed_com-htm",554.684345164336
"S097","citi_com-htm",922.944790545343
"S098","citi_com-htm",1016.75466504987
"S099","citi_com-htm",918.219079766665
"S100","citi_com-htm",856.61817286556
"S101","citi_com-htm",874.588194813768
"S102","citi_com-htm",974.668470159266
"S103","citi_com-htm",851.659005513363
"S104","citi_com-htm",850.323298815877
"S105","divar_ir-htm",537.831527183015
