"id","Column1","Column3"
"S001","adjust_com-htm",717.009632743232
"S002","adjust_com-htm",887.681825895593
"S003","adjust_com-htm",867.061228690542
"S004","adjust_com-htm",615.862528326433
"S005","adjust_com-htm",778.158787131516
"S006","adjust_com-htm",876.80713227081
"S007","adjust_com-htm",888.28550298489
"S008","adjust_com-htm",814.821046364331
"S009","adp_com-htm",939.681006395378
"S010","adp_com-htm",1791.56064619916
"S011","adp_com-htm",1916.86524509482
"S012","adp_com-htm",1622.57987502307
"S013","adp_com-htm",1181.77859675381
"S014","adp_com-htm",2301.96721874627
"S015","adp_com-htm",1602.15058596313
"S016","adp_com-htm",2083.10833473227
"S017","aljazeera_com-htm",1187.59829847558
"S018","aljazeera_com-htm",1076.26530039446
"S019","aljazeera_com-htm",710.090101707392
"S020","aljazeera_com-htm",728.245481061766
"S021","aljazeera_com-htm",1083.47362498657
"S022","aljazeera_com-htm",699.997330368167
"S023","aljazeera_com-htm",894.42705644744
"S024","aljazeera_com-htm",846.719297295355
"S025","aljazeera_net-htm",1129.4115794442
"S026","aljazeera_net-htm",829.250458738787
"S027","aljazeera_net-htm",1010.47625744338
"S028","aljazeera_net-htm",900.812751087379
"S029","aljazeera_net-htm",876.617647171549
"S030","aljazeera_net-htm",879.865299365335
"S031","aljazeera_net-htm",841.085595871376
"S032","aljazeera_net-htm",946.282643726601
"S033","avira_com-htm",1434.92342814874
"S034","avira_com-htm",1521.53121104992
"S035","avira_com-htm",1286.03578470693
"S036","avira_com-htm",1312.97065552141
"S037","avira_com-htm",1124.50723705274
"S038","avira_com-htm",1410.09914779877
"S039","avira_com-htm",726.066160990058
"S040","avira_com-htm",1124.96763977324
"S041","beget_ru-htm",1629.09173197911
"S042","beget_ru-htm",2724.23125959526
"S043","beget_ru-htm",2516.51312277286
"S044","beget_ru-htm",2698.06315945868
"S045","beget_ru-htm",1726.03178206052
"S046","beget_ru-htm",3275.01705952001
"S047","beget_ru-htm",2160.57721911906
"S048","beget_ru-htm",1774.7958597997
"S049","bild_de-htm",1123.73222192717
"S050","bild_de-htm",1513.11460399275
"S051","bild_de-htm",1422.72744739659
"S052","bild_de-htm",1134.82052137852
"S053","bild_de-htm",1154.44431037735
"S054","bild_de-htm",669.981728731982
"S055","bild_de-htm",1114.39614109384
"S056","bild_de-htm",1280.05415230468
"S057","binance_com-htm",1048.3154031774
"S058","binance_com-htm",1813.48042198392
"S059","binance_com-htm",2221.10036573611
"S060","binance_com-htm",2015.02632576371
"S061","binance_com-htm",1397.62185542253
"S062","binance_com-htm",1601.67656994479
"S063","binance_com-htm",1672.18245479742
"S064","binance_com-htm",2127.59949716472
"S065","bit_ly-htm",885.930824316972
"S066","bit_ly-htm",965.062561728177
