"id","Column1","Column3"
"S001","adjust_com-htm",808.162189412062
"S002","adjust_com-htm",520.91117998526
"S003","adjust_com-htm",665.682255273166
"S004","adjust_com-htm",734.024178704827
"S005","adjust_com-htm",783.382962367388
"S006","adjust_com-htm",918.711687352265
"S007","adjust_com-htm",828.707755558055
"S008","adjust_com-htm",1008.50382126269
"S009","adp_com-htm",1987.14478653495
"S010","adp_com-htm",1790.87844412271
"S011","adp_com-htm",1122.03351807319
"S012","adp_com-htm",1830.37588532936
"S013","adp_com-htm",966.47086299064
"S014","adp_com-htm",2209.41624183593
"S015","adp_com-htm",2081.81012505454
"S016","adp_com-htm",487.547361793993
"S017","aljazeera_com-htm",502.537169790793
"S018","aljazeera_com-htm",425.352405585902
"S019","aljazeera_com-htm",872.022290488461
"S020","aljazeera_com-htm",955.85874847696
"S021","aljazeera_com-htm",718.881992341455
"S022","aljazeera_com-htm",903.156347111091
"S023","aljazeera_com-htm",1133.91229387201
"S024","aljazeera_com-htm",1077.26458498397
"S025","aljazeera_net-htm",954.994407351623
"S026","aljazeera_net-htm",1082.53311432913
"S027","aljazeera_net-htm",1101.86091893876
"S028","aljazeera_net-htm",1019.18096712264
"S029","aljazeera_net-htm",943.407027894687
"S030","aljazeera_net-htm",1126.22345658
"S031","aljazeera_net-htm",950.721575208535
"S032","aljazeera_net-htm",1200.53335144238
"S033","avira_com-htm",1509.25148346686
"S034","avira_com-htm",1398.76921436994
"S035","avira_com-htm",1514.8567559102
"S036","avira_com-htm",1506.09623408032
"S037","avira_com-htm",1560.06053401536
"S038","avira_com-htm",1277.67988566887
"S039","avira_com-htm",1265.72717815097
"S040","avira_com-htm",1251.99250740653
"S041","beget_ru-htm",1564.45257959003
"S042","beget_ru-htm",2477.28257262456
"S043","beget_ru-htm",2036.01675247826
"S044","beget_ru-htm",2611.0405211684
"S045","beget_ru-htm",3311.41825404112
"S046","beget_ru-htm",1867.10651651183
"S047","beget_ru-htm",2052.9861513882
"S048","beget_ru-htm",1674.89111919779
"S049","bild_de-htm",1106.2724331693
"S050","bild_de-htm",830.203218266432
"S051","bild_de-htm",945.76779639914
"S052","bild_de-htm",1292.31584887425
"S053","bild_de-htm",1058.56649978187
"S054","bild_de-htm",1028.3640185249
"S055","bild_de-htm",779.007114197876
"S056","bild_de-htm",1295.31507326888
"S057","binance_com-htm",2154.45492629227
"S058","binance_com-htm",2182.18135879654
"S059","binance_com-htm",1468.65390337874
"S060","binance_com-htm",1851.55328439648
"S061","binance_com-htm",1690.96281143582
"S062","binance_com-htm",3251.54656140239
"S063","binance_com-htm",1955.06614235256
"S064","binance_com-htm",1667.01867702125
"S065","bit_ly-htm",937.053629640134
"S066","bit_ly-htm",851.555871938805
"S067","bit_ly-htm",1110.04521590773
"S068","bit_ly-htm",813.277663521552
"S069","bit_ly-htm",862.187390200628
"S070","bit_ly-htm",987.187750332009
"S071","bit_ly-htm",870.726017722996
"S072","bit_ly-htm",1011.29841585482
"S073","bitrix24_ru-htm",1012.42561522582
"S074","bitrix24_ru-htm",1061.85292205161
"S075","bitrix24_ru-htm",1155.09457260532
"S076","bitrix24_ru-htm",945.081387986707
"S077","bitrix24_ru-htm",966.291202628669
"S078","bitrix24_ru-htm",1016.24397677336
"S079","bitrix24_ru-htm",849.779816951823
"S080","bitrix24_ru-htm",936.370870199135
"S081","bund_de-htm",629.2
"S082","bund_de-htm",629.2
"S083","bund_de-htm",629.2
"S084","bund_de-htm",629.2
"S085","bund_de-htm",629.2
