"id","Column1","Column3"
"S001","adjust_com-htm",883.041493952907
"S002","adjust_com-htm",643.988542788513
"S003","adjust_com-htm",529.606156363399
"S004","adjust_com-htm",912.649837565338
"S005","adjust_com-htm",869.417388526588
"S006","adjust_com-htm",1121.22943660701
"S007","adjust_com-htm",926.922910010217
"S008","adjust_com-htm",601.042339853294
"S009","adp_com-htm",1963.32264312624
"S010","adp_com-htm",1835.41356642916
"S011","adp_com-htm",1206.9261722707
"S012","adp_com-htm",2007.27439974565
"S013","adp_com-htm",1426.38216691189
"S014","adp_com-htm",792.852633534165
"S015","adp_com-htm",1231.4013977564
"S016","adp_com-htm",1853.67588848648
"S017","aljazeera_com-htm",1452.20897205953
"S018","aljazeera_com-htm",664.831561500286
"S019","aljazeera_com-htm",898.442298782435
"S020","aljazeera_com-htm",807.012811503993
"S021","aljazeera_com-htm",501.626889957957
"S022","aljazeera_com-htm",842.769302812953
"S023","aljazeera_com-htm",927.544193664503
"S024","aljazeera_com-htm",790.634547012018
"S025","aljazeera_net-htm",1013.73422445341
"S026","aljazeera_net-htm",1103.13552296013
"S027","aljazeera_net-htm",776.190124370989
"S028","aljazeera_net-htm",871.243268618013
"S029","aljazeera_net-htm",739.709822802272
"S030","aljazeera_net-htm",841.734231920596
"S031","aljazeera_net-htm",885.131821426657
"S032","aljazeera_net-htm",928.361370276107
"S033","avira_com-htm",1498.39179836411
"S034","avira_com-htm",1250.25203536677
"S035","avira_com-htm",1262.50063174175
"S036","avira_com-htm",1307.18575440635
"S037","avira_com-htm",966.591962203498
"S038","avira_com-htm",1415.23319423365
"S039","avira_com-htm",1204.25854658359
"S040","avira_com-htm",1583.52625557233
"S041","beget_ru-htm",2876.52795773632
"S042","beget_ru-htm",2334.36393195113
"S043","beget_ru-htm",2133.63471560001
"S044","beget_ru-htm",2558.13118694288
"S045","beget_ru-htm",2141.51167411162
"S046","beget_ru-htm",3117.36531630757
"S047","beget_ru-htm",2369.10491623418
"S048","beget_ru-htm",1970.19364877675
"S049","bild_de-htm",1282.31191517234
"S050","bild_de-htm",1271.35171799415
"S051","bild_de-htm",1083.41524115877
"S052","bild_de-htm",1081.6490732858
"S053","bild_de-htm",887.212484720644
"S054","bild_de-htm",934.188230951171
"S055","bild_de-htm",973.443919996746
"S056","bild_de-htm",1277.60310895309
"S057","binance_com-htm",1334.98256779332
"S058","binance_com-htm",1506.18464600255
"S059","binance_com-htm",2081.08672380689
"S060","binance_com-htm",1374.89030869084
"S061","binance_com-htm",1912.79455716211
"S062","binance_com-htm",1267.15216699975
"S063","binance_com-htm",1748.84022987803
"S064","binance_com-htm",1813.78171840025
"S065","bit_ly-htm",825.90267469539
"S066","bit_ly-htm",874.904915179607
"S067","bit_ly-htm",949.541224936856
"S068","bit_ly-htm",1154.7855601799
"S069","bit_ly-htm",898.871261749442
"S070","bit_ly-htm",899.806091405448
"S071","bit_ly-htm",958.577270326635
"S072","bit_ly-htm",1041.00313076643
"S073","bitrix24_ru-htm",1147.00592197076
"S074","bitrix24_ru-htm",1019.8231037395
"S075","bitrix24_ru-htm",1164.24967552749
"S076","bitrix24_ru-htm",838.714636421082
"S077","bitrix24_ru-htm",824.707423376963
"S078","bitrix24_ru-htm",1034.42546422324
"S079","bitrix24_ru-htm",1171.2538385831
"S080","bitrix24_ru-htm",1020.87043774584
"S081","bund_de-htm",629.2
"S082","bund_de-htm",629.2
"S083","bund_de-htm",629.2
"S084","bund_de-htm",629.2
"S085","bund_de-htm",629.2
"S086","bund_de-htm",629.2
"S087","bund_de-htm",629.2
"S088","bund_de-htm",629.2
"S089","buzzfeed_com-htm",700.235917885394
"S090","buzzfeed_com-htm",907.911618203264
"S091","buzzfeed_com-htm",733.737155333102
"S092","buzzfeed_com-htm",612.407144323111
"S093","buzzfeed_com-htm",771.198732774079
"S094","buzzfeed_com-htm",804.325499738187
"S095","buzzfeed_com-htm",756.404007443881
"S096","buzzfeed_com-htm",762.486738359271
"S097","citi_com-htm",822.944850141416
"S098","citi_com-htm",947.657796289372
"S099","citi_com-htm",1023.65372616255
"S100","citi_com-htm",1021.41972240061
"S101","citi_com-htm",932.237927334592
"S102","citi_com-htm",865.786563780317
"S103","citi_com-htm",902.126677203017
